sample_index,split,reference,sampling_rate,audio_num_samples,audio_duration_sec,whisper_tiny_output,whisper_tiny_latency_sec,whisper_tiny_wer,whisper_base_output,whisper_base_latency_sec,whisper_base_wer,whisper_small_output,whisper_small_latency_sec,whisper_small_wer,whisper_medium_output,whisper_medium_latency_sec,whisper_medium_wer,whisper_large_v3_output,whisper_large_v3_latency_sec,whisper_large_v3_wer,whisper_large_v3t_output,whisper_large_v3t_latency_sec,whisper_large_v3t_wer,gemma3n_e2b_output,gemma3n_e2b_latency_sec,gemma3n_e2b_wer,gemma3n_e4b_output,gemma3n_e4b_latency_sec,gemma3n_e4b_wer,vosk_small_en_us_output,vosk_small_en_us_latency_sec,vosk_small_en_us_wer,vosk_model_en_us_output,vosk_model_en_us_latency_sec,vosk_model_en_us_wer
25,test.clean,YES WE ARE CERTAINLY I REPLIED EVASIVELY BUT AFTER WE MAKE A DETOUR,16000,94640,5.915,"Yes, we are, certainly, I replied evasively, but after we make a detour.",0.18753761891275644,0.0,"Yes, we are. Certainly. I replied evasively. But after we make a detour...",0.17228225711733103,0.0,"Yes, we are, certainly, I replied evasively, but after we make a detour.",0.24077963083982468,0.0,"Yes, we are, certainly, I replied evasively, but after we make a detour.",0.3782849134877324,0.0,yes we are certainly i replied evasively but after we make a detour you,0.6556244567036629,0.07692307692307693,yes we are certainly i replied evasively but after we make a detour,0.21701413206756115,0.0,"Yes, we are. Certainly, I replied evasively. But after we make a detour.",3.46678726375103,0.0,"Yes, we are, certainly, I replied evasively. But after we make a detour.",3.8795297173783183,0.0,yes we are certainly i replied evasive lee but after we make a detour,1.5911512207239866,0.15384615384615385,yes we are certainly i replied invasively but after we make a detour,1.7307991813868284,0.07692307692307693
26,test.clean,ON ARRIVING AT HOME AT MY OWN RESIDENCE I FOUND THAT OUR SALON WAS FILLED WITH A BRILLIANT COMPANY,16000,99840,6.24,"On arriving at home at my own residence, I found that Arshalan was filled with a brilliant company.",0.17727482970803976,0.10526315789473684,"On arriving at home at my own residence, I found that our salon was filled with a brilliant company.",0.19708357006311417,0.0,"On arriving at home at my own residence, I found that our salon was filled with a brilliant company.",0.2368244957178831,0.0,"On arriving at home at my own residence, I found that our salon was filled with a brilliant company.",0.38732169289141893,0.0,"On arriving at home at my own residence, I found that our salon was filled with a brilliant company.",0.47718723863363266,0.0,"On arriving at home at my own residence, I found that our salon was filled with a brilliant company.",0.2427499359473586,0.0,"On arriving at home at my own residence, I found that our salon was filled with a brilliant company.",3.7864829283207655,0.0,"On arriving at home at my own residence, I found that our salon was filled with a brilliant company.",4.2680377354845405,0.0,on arriving at home and my own residence i found that are salon was filled with a brilliant company,1.8415555162355304,0.10526315789473684,on arriving at home at my own residence i found that our salon was filled with a brilliant company,2.5489358184859157,0.0
27,test.clean,DEAR ME WHAT A CHATTERBOX YOU'RE GETTING TO BE UNC REMARKED THE MAGICIAN WHO WAS PLEASED WITH THE COMPLIMENT,16000,107680,6.73,Do you mean what a chatterbox you're getting to be young? Or mark the magician who was pleased with the compliment.,0.2561296811327338,0.3157894736842105,"Dear me, what a chatterbox you're getting to be young, or mark the magician who was pleased with the compliment.",0.21301214210689068,0.15789473684210525,"Dear me, what a chatterbox you're getting to be, Ankh, or Mark the Magician, who was pleased with the compliment.",0.3964455667883158,0.15789473684210525,"Dear me, what a chatterbox you're getting to, Bianc,"" remarked the magician, who was pleased with the compliment.",0.5231267157942057,0.10526315789473684,dear me what a chatterbox you're getting to be unc remarked the magician who was pleased with the compliment,0.5303744627162814,0.0,dear me what a chatterbox you're getting to be onk remarked the magician who was pleased with the compliment,0.2472624033689499,0.05263157894736842,"Dear me, what a chatterbox you're getting to be, Unk,"" remarked the magician, who was pleased with the compliment.",5.012679529376328,0.05263157894736842,"Dear me, what a chatterbox you're getting to be, Unk,"" remarked the magician, who was pleased with the compliment.",7.175518557429314,0.05263157894736842,do me what a chatterbox are getting to be young remarked the magician who was pleased with the compliment,1.901663789525628,0.15789473684210525,dear me what a chatterbox are getting to be onc remarked the magician who was pleased with the compliment,2.6730728382244706,0.10526315789473684
28,test.clean,BURN FIRE BURN FLICKER FLICKER FLAME,16000,59200,3.7,"Burn fire, burn, flicker, flicker flame.",0.14464766532182693,0.0,"Burn fire, burn, flicker, flicker flame.",0.1466704746708274,0.0,"Burn, fire, burn, flicker, flicker flame.",0.1926510725170374,0.0,"Burn, fire, burn, flicker, flicker, flame.",0.318396239541471,0.0,"Burn, fire, burn, flicker, flicker, flame.",0.39014912210404873,0.0,burn fire burn flicker flicker flame,0.18226203508675098,0.0,"Burn fire, burn, flicker, flicker, flame.",2.741915407590568,0.0,"Burn fire, burn, flicker, flicker, flame.",3.058297202922404,0.0,burn fire burn flicker flicker flame,1.2242548055946827,0.0,burn fire burn flicker flicker flame,1.075910554267466,0.0
29,test.clean,THEN HE TURNED TO ME AGAIN FROWNING,16000,35440,2.215,"Then he turned to me again, frowning.",0.12437157984822989,0.0,Then he turned to me again frowning.,0.12605635169893503,0.0,Then he turned to me again frowning.,0.1780300149694085,0.0,"Then he turned to me again, frowning.",0.27906411048024893,0.0,Then he turned to me again frowning,0.35346713941544294,0.0,"Then he turned to me again, frowning.",0.18876808416098356,0.0,Then he turned to me again frowning.,2.072189064696431,0.0,"Then he turned to me again, frowning.",2.23982310295105,0.0,then he turned to me again frowning,1.0987022649496794,0.0,then he turned to me again frowning,0.8671113373711705,0.0
30,test.clean,THE MOST FAMOUS OF THEM ALL WAS THE OVERTHROW OF THE ISLAND OF ATLANTIS,16000,84640,5.29,The most famous of them all was the overthrow of the island of Atlantis.,0.18718819320201874,0.0,The most famous of them all was the overthrow of the island of Atlantis.,0.2091672932729125,0.0,The most famous of them all was the overthrow of the island of Atlantis.,0.24613078124821186,0.0,The most famous of them all was the overthrow of the island of Atlantis.,0.35938007198274136,0.0,the most famous of them all was the overthrow of the island of atlantis,0.44351211097091436,0.0,The most famous of them all was the overthrow of the island of Atlantis.,0.21552483271807432,0.0,The most famous of them all was the overthrow of the island of Atlantis.,3.579443294554949,0.0,The most famous of them all was the overthrow of the island of Atlantis.,4.0805437276139855,0.0,the most famous of them all was the overthrow of the island of atlantis,1.5856597796082497,0.0,the most famous of them all was the overthrow of the island of atlantis,1.7417700458317995,0.0
31,test.clean,THE FIRST WELL ESTABLISHED SEAT OF THE CHURCH WAS IN THE PRETTY LITTLE TOWN OF KIRTLAND OHIO ALMOST WITHIN SIGHT OF LAKE ERIE AND HERE SOON ROSE THE FIRST TEMPLE OF MODERN TIMES,16000,194400,12.15,"The first well-established seat of the church was in the pretty little town of Kirtlando Hio, almost within sight of Lake Erie. And here soon rose the first temple of modern times.",0.31867514085024595,0.06060606060606061,"The first well-established seat of the church was in the pretty little town of Kirtland, Ohio, almost within sight of Lake Erie. And here soon rose the first temple of modern times.",0.3477255813777447,0.0,"The first well-established seat of the church was in the pretty little town of Kirtland, Ohio, almost within sight of Lake Erie. And here soon rose the first temple of modern times.",0.4655234143137932,0.0,"The first well-established seat of the church was in the pretty little town of Kirtland, Ohio, almost within sight of Lake Erie. And here soon rose the first temple of modern times.",0.6767175002023578,0.0,the first well-established seat of the church was in the pretty little town of kirtland ohio almost within sight of lake erie and here soon rose the first temple of modern times you,0.9556536264717579,0.030303030303030304,"The first well-established seat of the church was in the pretty little town of Kirtland, Ohio, almost within sight of Lake Erie. And here soon rose the first temple of modern times.",0.3157236585393548,0.0,"The first well-established seat of the church was in the pretty little town of Curtland, Ohio, almost within sight of Lake Erie. And here soon rose the first temple of modern times.",6.760534120723605,0.030303030303030304,"The first well-established seat of the church was in the pretty little town of Kirtland, Ohio, almost within sight of Lake Erie. And here soon rose the first temple of modern times.",7.791496277786791,0.0,the first well established seat of the church was in the pretty little town of kirtland ohio almost within sight of lake erie in here soon rose the first temple of modern times,2.631577329710126,0.030303030303030304,the first well established seat of the church was in the pretty little town of kirtland ohio almost within sight of lake erie in here soon rose the first temple of modern times,3.784128543920815,0.030303030303030304
32,test.clean,IT HAS COST ME TWICE SIXTY DOLLARS IN ANNOYANCE,16000,51600,3.225,"It has cost me $2,60 in annoyance.",0.12000264413654804,0.3333333333333333,It has cost me twice sixty dollars in annoyance.,0.14146352000534534,0.0,It has cost me twice sixty dollars in annoyance.,0.17636729776859283,0.0,It has cost me twice sixty dollars in annoyance.,0.27030390966683626,0.0,It has cost me twice sixty dollars in annoyance.,0.34022854920476675,0.0,It has cost me twice $60 in annoyance.,0.1849267166107893,0.2222222222222222,It has cost me $260 an annoyance.,2.1383822970092297,0.4444444444444444,It has cost me twice $60 an annoyance.,2.3566868975758553,0.3333333333333333,it is cost me twice sixty dollars an annoyance,1.3628815952688456,0.2222222222222222,it has cost me twice sixty dollars in annoyance,1.3351109949871898,0.0
33,test.clean,SOMEHOW I HAD GROWN NERVOUS,16000,36400,2.275,Somehow I had grown nervous.,0.06712510995566845,0.0,Somehow I had grown nervous.,0.09645028039813042,0.0,"Somehow, I had grown nervous.",0.14166145212948322,0.0,"Somehow, I had grown nervous.",0.22078311257064342,0.0,"Somehow, I had grown nervous.",0.29750401247292757,0.0,somehow i had grown nervous,0.16977254021912813,0.0,Somehow I had grown nervous.,1.4663560716435313,0.0,somehow I had grown nervous.,1.5897520203143358,0.0,somehow i had grown nervous,1.0041486648842692,0.0,somehow i had grown nervous,0.7657193709164858,0.0
34,test.clean,YOU SEE MY FRIEND IT'S AN ISSUE OF THE MONSTER THE NOTORIOUS NARWHALE,16000,75920,4.745,"You see my friend, it's an issue of the monster, the notorious Narwal.",0.15487434528768063,0.07692307692307693,"You see my friend, it's an issue of the monster, the notorious Narwhal.",0.16526952665299177,0.07692307692307693,"You see, my friend, it's an issue of the monster, the notorious narwhal.",0.24000381585210562,0.07692307692307693,"You see, my friend, it's an issue of the monster, the Notorious Narwhal.",0.37903589755296707,0.07692307692307693,you see my friend it's an issue of the monster the notorious narwhal,0.41590997111052275,0.07692307692307693,you see my friend it's an issue of the monster the notorious narwhal,0.21796816308051348,0.07692307692307693,"You see my friend, it's an issue of the monster, the notorious Narwal.",3.4482680950313807,0.07692307692307693,"You see, my friend, it's an issue of the monster, the notorious narwhal.",4.034311979077756,0.07692307692307693,you see my friend it's an issue of the monster that notorious nor wall,1.5429216912016273,0.23076923076923078,you see my friend it's an issue of the monster the notorious narwhal,1.8129122192040086,0.07692307692307693
